from_address,to_address,value_eth,timestamp,block_number,root_address,label
0xded557242ef81e691b3362916c0a74f9b2749aa6,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0.02,1744701959,22272884,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0.0,1744870187,22286830,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1744870247,22286835,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0.0,1745832467,22366667,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0.0,1746935999,22457582,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1746936083,22457589,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x50d2c7992b802eef16c04feadab310f31866a545,0.0,1748583875,22593545,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1748583983,22593554,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0xb7de5dfcb74d25c2f21841fbd6230355c50d9308,0.0,1748584103,22593564,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1748584163,22593569,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1751266883,22815604,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x808507121b80c02388fad14726482e061b8da827,0.0,1751266979,22815612,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0.0,1751527607,22837203,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0.0,1751527763,22837216,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1751527847,22837223,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0.0,1753945367,23037472,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x4339ffe2b7592dc783ed13cce310531ab366deac,0.0,1754041955,23045456,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1754042003,23045460,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x4339ffe2b7592dc783ed13cce310531ab366deac,0.0,1754042183,23045475,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1754042243,23045480,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1754042939,23045538,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1754042999,23045543,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,1754043059,23045548,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x888888888889758f76e7103c6cbf23abbf58f946,0.0,1754043107,23045552,0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x4339ffe2b7592dc783ed13cce310531ab366deac,0.0,1754041955,23045456,0x4339ffe2b7592dc783ed13cce310531ab366deac,legitimate
0x0d3a2f26c6b63b6b6dbaee83033a5ffd33f3f305,0x4339ffe2b7592dc783ed13cce310531ab366deac,0.0,1754042183,23045475,0x4339ffe2b7592dc783ed13cce310531ab366deac,legitimate
