from_address,to_address,value_eth,timestamp,block_number,root_address,label
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0x2aa4232cd81c91fdd88e223954782e4329c3056d,8.000976824e-05,1752902315,22951116,0x2aa4232cd81c91fdd88e223954782e4329c3056d,legitimate
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,4.9997,1752490031,22916915,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xd2df5ae50c7599fc07b292a190df2546b301d150,0.00048236087824,1752490871,22916983,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xc29c9ffb0a1c3e5e5b5417ec1490721fecf99c9b,0.00027998035368,1752492647,22917130,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xb83122f8b383f3d889e44752573da835c71d7c36,0.00040797100428,1752493559,22917206,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xf9dc21c0b7c5386afedd7517cb9cca77227d5a87,0.00023789695464,1752494459,22917281,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0x2a16ddaa414b7b6e1d551733c61d2aea1af20838,0.00031509691176,1752497171,22917506,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0x2c16994e7d0f227d469484ca4e1a0d569fcf699f,0.00050692762768,1752498947,22917651,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x2c1111a999a666041b8e9aba58227f898c8ca99f,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0.0,1752499007,22917656,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0x2c16994e7d0f227d469484ca4e1a0d569fcf699f,0.00055986061704,1752499127,22917666,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xb60f131d41d34f1be5d5e961edd3bf9bb34ab1c8,0.00059360414304,1752499835,22917724,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xb60f131d41d34f1be5d5e961edd3bf9bb34ab1c8,0.00063271151736,1752500003,22917738,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xffc0131d371b27ede8fbb762ae32a3f18227ddf5,0.0012834898986,1752503483,22918027,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xdc142b42c864478ed96c0ce30a76a2b641b56c18,0.00078680484408,1752505259,22918173,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0xcb209abc2e73bb15a73cb9c3a043f49134af5ccc,0.00065702325264,1752507047,22918320,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,0x05b43115ffeda967cff8001833204a0c2744a35c,0.00072983184552,1752510683,22918622,0x810099a63b9e777d2a6b54a48c601d21c42ebcaf,legitimate
