from_address,to_address,value_eth,timestamp,block_number,root_address,label
0x6c64768b9924f3319b5e70cb9f73c089a64e4c46,0x9da971f205438b8f58965bf31b287980ff915397,0.0070735626592448,1750396523,22743540,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x0c7fc46e8fabe44dba4ff1b1b27cd9636ebbc194,0.0069685626592448,1750396667,22743552,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x0b9da9989b7074b4d77829b6644f7f679f9ca28f,0x9da971f205438b8f58965bf31b287980ff915397,0.0032956123041685,1750443803,22747447,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x5a2075ca41b7c7fb7cc15fdb28aeeaff72663b29,0.0012378944241108,1750485539,22750902,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x9e88c30835099b6f8edd2e5cd7ebde9f86c88991,0.0019052569687416,1750487591,22751072,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0xeba88149813bec1cccccfdb0dacefaaa5de94cb1,0x9da971f205438b8f58965bf31b287980ff915397,0.00166873,1751264027,22815367,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0xa31a8c1b06735cbed5a9ea6b7ef984632331c613,0.0006384,1751264087,22815372,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0xa14b546170168908c1ec9575f4ecb58672d741ee,0x9da971f205438b8f58965bf31b287980ff915397,0.0179160097463093,1752129083,22887004,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0xa14b546170168908c1ec9575f4ecb58672d741ee,0x9da971f205438b8f58965bf31b287980ff915397,7.1650688563117e-05,1752129179,22887012,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x1bac08001d761c303901d5e32273a24c07d3f3da,0.0189229468495192,1752129371,22887028,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x1e8ff7fd3f19303f63d5dda5235d05fb950b64ec,0x9da971f205438b8f58965bf31b287980ff915397,0.0271229574069113,1752248915,22896927,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x1e8ff7fd3f19303f63d5dda5235d05fb950b64ec,0x9da971f205438b8f58965bf31b287980ff915397,0.0063885087539381,1752314819,22902384,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x1e8ff7fd3f19303f63d5dda5235d05fb950b64ec,0.0023493559408499,1752545759,22921534,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x1e8ff7fd3f19303f63d5dda5235d05fb950b64ec,0.000673654711541,1752548951,22921799,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x1e8ff7fd3f19303f63d5dda5235d05fb950b64ec,0x9da971f205438b8f58965bf31b287980ff915397,0.0016830879952065,1752556223,22922402,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x646b0599b6ae5b040b1b3a5b867e289f6b7ca901,0x9da971f205438b8f58965bf31b287980ff915397,0.0070087448995843,1752576659,22924097,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
0x9da971f205438b8f58965bf31b287980ff915397,0x151253da0a89aceb2d543f3660b6f5f7de55f990,0.002065,1752593231,22925471,0x9da971f205438b8f58965bf31b287980ff915397,legitimate
