from_address,to_address,value_eth,timestamp,block_number,root_address,label
0x8b74e01827e3c286cf991706d1437c13abde33f5,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.102877037496553,1754043371,23045574,0x8b74e01827e3c286cf991706d1437c13abde33f5,legitimate
0xcdc6d662d032df930150336b19f7487420eb343a,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.2695488365078209,1753870487,23031276,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0x5b2c0e243c97582ddb1d285e07df0f2a17984630,0.269487586200353,1753870691,23031293,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x759ddd93209451b307e2efd7c1ffdd0603bed2ec,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.412131703733595,1754043371,23045574,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x153675cb3e6cb9b7c3ad2f274b3f7666e9a07c06,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.1990488646012078,1754043371,23045574,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x8b74e01827e3c286cf991706d1437c13abde33f5,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.102877037496553,1754043371,23045574,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x3f765a6da0d4458434102d51a106232e6e18dd51,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.317991703733595,1754043371,23045574,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x7b55893e89072232d8da45415a6762c78f587b14,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.281085958731295,1754043371,23045574,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0xdfc31622246d7481baac10ffe853c779c5a38343,0.06,1754043863,23045615,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0xc5bbbd86f50fea14f095a7665d145495ca9d6450,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,1.434988282828454,1754053775,23046437,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0xcdc6d662d032df930150336b19f7487420eb343a,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.574352602828454,1754053775,23046437,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x8e25bdb3e43c2e8e62e7d6a382d11224a529683a,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.281477902828454,1754053775,23046437,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x013b8409d062559a8e4c68b88bbcc3b6afb2edf3,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.6719298728284541,1754053775,23046437,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0x73eba3216947371bd70f6bbde7ed693c18beaf0a,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0.270417531049935,1754053775,23046437,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,0xdfc31622246d7481baac10ffe853c779c5a38343,0.5,1754056967,23046700,0xb52fb1cc148cf01a4c74c040dd797e96b9470c95,legitimate
