from_address,to_address,value_eth,timestamp,block_number,root_address,label
0x31a1f15fd8a86da02bab5f7dfccaba6e749bb6d6,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506715731,4322782,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x31a1f15fd8a86da02bab5f7dfccaba6e749bb6d6,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506716171,4322795,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x31a1f15fd8a86da02bab5f7dfccaba6e749bb6d6,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506716228,4322797,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x31a1f15fd8a86da02bab5f7dfccaba6e749bb6d6,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,1.0,1506716383,4322803,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xfa2373149401ad9d83d6e90815ceb4f6a207f3f8,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,1.0,1506718953,4322889,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xaf4dd721d6c962703dcb94603e020418450797f1,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506799244,4325485,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xfa2373149401ad9d83d6e90815ceb4f6a207f3f8,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506799244,4325485,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x6a329dc8a1877d0167fb4ff9f28fede619746284,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506799423,4325489,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x4005de995109895be7eac74346a62db28b187307,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506799836,4325500,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.2,1506799836,4325500,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xcc2f91a31397972141282cebc80f6144462e2f62,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506800530,4325521,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xcc2f91a31397972141282cebc80f6144462e2f62,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506800634,4325525,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xcc2f91a31397972141282cebc80f6144462e2f62,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506800738,4325527,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xcc2f91a31397972141282cebc80f6144462e2f62,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506800792,4325530,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xfa2373149401ad9d83d6e90815ceb4f6a207f3f8,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506801734,4325560,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.05,1506802145,4325575,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506802330,4325579,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506802792,4325599,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506803080,4325602,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x6a329dc8a1877d0167fb4ff9f28fede619746284,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.2,1506803183,4325607,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x6a329dc8a1877d0167fb4ff9f28fede619746284,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.195,1506804192,4325644,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x34a27c5b58f370474360918c69cc5c7a478712cc,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.01,1506806755,4325744,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0x8ad97a2f6153db0fc16a1bbebc9c28e18c3a8c4d,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,0.1,1506812701,4325942,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
0xbeed1c6700b899359632f295a5d0ec4f672bc239,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,4.0,1506836965,4326732,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,phishing
